id, title, author, price, description, last_update, category, score, downloads, content_rating, requirement, links, developer_url, developer_domain, link
solutions.uec.uecastroid,UEC Astroid,UEC Solutions,Free,Mit dieser App können Geburtshoroskope gedeutet werden. Es wird ein mehrseitiger Test mit Deutungen generiert. Es sind verschiedene Prominente mit Ihren Daten voreingestellt. Die Horoskopdaten können auf Facebook geteilt werden.,April 19 2015,Lifestyle Education,,50 - 100,Everyone,4.0.3 and up,https://www.google.com/url?q=http://uec.solutions/imp.php&sa=D&usg=AFQjCNEiijEKA_XYdscRD2Vkf4Ti_kFu-g * mailto:info@uec.solutions * https://www.google.com/url?q=http://uec.solutions/privacy_de.html&sa=D&usg=AFQjCNEjyhB4LLMEAX9LocHbebr7azRWWA,http://uec.solutions/imp.php&sa=D&usg=AFQjCNEiijEKA_XYdscRD2Vkf4Ti_kFu-g,http://uec.solutions,https://play.google.com/store/apps/details?id=solutions.uec.uecastroid&hl=en
com.lego.catalogue.german,LEGO® 3D Katalog,The LEGO Group,Free,Erwecke deinen LEGO Katalog zum Leben! Mithilfe dieser App kannst du dir die neuen LEGO Produkte als tolle 3D-Animationen ansehen und sie von allen Seiten betrachten. Halte dein Smartphone oder Tablet über das Produkt im Katalog – genau dort wo du das gelbe App-Symbol siehst. Und los geht's! Neben den 3D-Animationen findest du auch unterhaltsame kleine Geschichten tolle Produktfunktionen und 360°-Ansichten des Modells. Und wenn du keinen gedruckten Katalog zur Hand hast kannst du mit der App im Online-Katalog stöbern. Bei Fragen und Problemen bitte den LEGO Kundenservice kontaktieren. Kontaktinformationen findest du unter http://service.lego.com/contactus Unsere Datenschutzbestimmungen sowie unsere Nutzungsbedingungen werden automatisch akzeptiert sobald die App heruntergeladen wird. Weitere Informationen unter http://aboutus.lego.com/legal-notice/Privacy-Policy und http://aboutus.lego.com/en-us/legal-notice/terms-of-use-for-apps LEGO und das LEGO Logo sind Marken der LEGO Gruppe. ©2015 The LEGO® Group.,August 27 2015,Media & Video Creativity,4.0 3427 total,100000 - 500000,Everyone,4.0 and up,https://www.google.com/url?q=http://service.lego.com/contactus&sa=D&usg=AFQjCNGndxr7wRizOTcIjqdMzMYspvvTOw * mailto:android@lego.com * https://www.google.com/url?q=http://aboutus.lego.com/legal-notice/Privacy-Policy&sa=D&usg=AFQjCNFGAKfgiTs6DDR-gxyb5_C3Iu2BYw,http://service.lego.com/contactus&sa=D&usg=AFQjCNGndxr7wRizOTcIjqdMzMYspvvTOw,http://service.lego.com,https://play.google.com/store/apps/details?id=com.lego.catalogue.german&hl=en
jp.co.forecast.anpanman.mainichi,まいにち！アンパンマン,Forecast Communications Inc.,$3.69 Buy,※Facebookへの投稿機能が利用いただけない場合がございます。 現在対応中ですので、今しばらくお待ちください。 ご迷惑をおかけ致しますが、どうぞよろしくお願い致します。 ::: ＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊::: 【2015/3/19更新】 まいにち！アンパンマンがより可愛いデザインに変わって登場♪ ”おうち型のケーキ土台”や、かわいい”あめ細工”パーツが追加されたよ！ アンパンマンファンくらぶ機能追加！ アンパンマンのサイトやアプリなど、デジタルコンテンツ共通の会員登録サービスがスタート！ ・アプリを起動すると表示されるログイン画面の｢今すぐ登録｣ボタンからご登録いただけます。 ・アンパンマンファンくらぶに登録せずに、アプリを利用いただくこともできます。 もりだくさんの会員特典については、ここからチェック！ PC⇒ http://anpanman.jp/fanclub/ スマホ⇒ http://anpanman.jp/sp/fanclub/ スマートフォンでも、アンパンマンやなかまたちといつでも一緒！ お子さまの誕生日や運動会などの大切な日付まで何日か、あるいはすでに何日経ったかを教えてくれるアプリです。 オリジナルケーキを作ることや、ワンアクションで遊べる｢クラッカー｣など、お子さまと一緒に遊べるおたのしみ機能も満載です。 ------------------------------------------------------------ ■主な機能 ◎カウント 記録しておきたい日付のカウントダウン/カウントアップをなかまたちのアイコンで表示します。 ・グリッド表示/リスト表示の切り替え ・アイコンは7キャラ、35種類 ・誕生日設定の場合は、アイコンを写真画像設定可能 ・誕生日設定はアドレス帳からの読み込み機能あり ・カテゴリー10件（任意で追加可能） ・並び替え機能（カウント日数・期日・名前・更新日で昇降順の表示選択可能） ・誕生日当日スペシャルケーキでお祝い ◎おたのしみ -ケーキこうじょう オリジナルケーキを、かんたんなドラッグ操作で作ることができます。 ・オリジナルケーキを作成（ケーキパーツ240点以上！） ・メール送信機能 ・Twitter/Facebook画像投稿 ・端末保存 -ケーキギャラリー（アプリ内アルバム保存） -ろうそくけし -クラッカー ■ワンポイント ◎カウント ・「誕生日」のカテゴリ選択時は、誕生日を過ぎると再びカウントダウンになります。 ・「誕生日」のカテゴリ以外は、イベント当日を過ぎるとカウントアップに切り替わります。 ・生まれて何日経ったかをカウントしたいときはカテゴリーは「誕生日」以外を選択してください。 ◎おたのしみ ・ケーキにデコレーションできるアイテムは50個までです。 ・ケーキを作っている途中、アイテムを消したいときは、「ひとつまえ」ボタンを押すか、カテゴリエリアなど画面の外に移動してください。 ・ろうそく消しは、息を吹きかける以外に指をタップしても消すことができます。 ■販売価格 税込：411円 ■利用条件 このアプリケーション内で使用されているイラスト・画像の無断転載を固く禁じます。 著作権等の一切の権利は、有限責任事業組合アンパンマンデジタル及び、やなせたかし、株式会社フレーベル館、株式会社トムス・エンタテインメント、日本テレビ放送網株式会社に帰属します。 (C)やなせたかし／フレーベル館・ＴＭＳ・ＮＴＶ (C)APDLLP 提供：株式会社フォアキャスト・コミュニケーションズ ::: ＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊::: ※Android用アプリケーションは、Android OS 2.3以降が必要です。 ※タブレット端末非対応,March 19 2015,Lifestyle Education,3.5 60 total,5000 - 10000,Everyone,2.1 and up,https://www.google.com/url?q=http://www.4cast.co.jp/&sa=D&usg=AFQjCNGRq6sq842n1AsgW6VMpQ8MW4OWYQ * mailto:inquiry-s-anpanman@4cast.co.jp * https://www.google.com/url?q=http://www.4cast.co.jp/policy/privacy.html&sa=D&usg=AFQjCNGOVwdE0eR-0MnFsVx5KWilDem_5g,http://www.4cast.co.jp/&sa=D&usg=AFQjCNGRq6sq842n1AsgW6VMpQ8MW4OWYQ,http://www.4cast.co.jp,https://play.google.com/store/apps/details?id=jp.co.forecast.anpanman.mainichi&hl=en
jp.co.forecast.anpanman.soreike,それいけ！アンパンマン,Forecast Communications Inc.,Free,スマートフォンでも、アンパンマンやなかまたちといつでも一緒！ 「それいけ！アンパンマン」の世界を紹介！さらに２つのモードで遊べる「ぬりえ」、有料版「まいにち！アンパンマン-カウントしよう！あれから何日？あと何日？-」の体験版が遊べるアンパンマンの無料アプリです。 アンパンマンファンくらぶへの登録機能も新登場！！ ::: ＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊::: アンパンマンファンくらぶ機能登場！ アンパンマンのサイトやアプリなど、デジタルコンテンツ共通の会員登録サービスがスタート！ ・アプリを起動すると表示されるログイン画面の｢今すぐ登録｣ボタンからご登録いただけます。 ・アンパンマンファンくらぶに登録せずに利用いただくこともできます。 もりだくさんの会員特典については、ここからチェック！ PC⇒ http://anpanman.jp/fanclub/ スマホ⇒ http://anpanman.jp/sp/fanclub/ ::: ＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊:::＊::: ※Facebookへの投稿機能が利用いただけない場合がございます。 現在対応中ですので、今しばらくお待ちください。 ご迷惑をおかけ致しますが、どうぞよろしくお願い致します。 ■主な機能 ◎アンパンマンのせかい アンパンマンの世界の紹介をご覧いただけます。（※ネット接続が必要です。） -「やなせたかしせんせい」 -「えほんのしょうかい」 -「えいが」 -「テレビ」 -「アンパンマンのれきし」 -「なかまのしょうかい」 ◎ぬりえ 6種類の下絵でキャラクターたちに色をぬって遊べる機能です。 -フリーハンドで色を塗ることができる｢じゆうにぬりえ｣ -タッチすると塗りつぶされる｢きれいにぬりえ｣ ・メール送信機能 ・Twitter/Facebook画像投稿 ・端末保存 ・アルバム(アプリ内アルバム保存) ◎まいにち！アンパンマン mini 「まいにち！アンパンマン-カウントしよう！あれから何日？あと何日？-」のminiバージョンをお試しいただけます。 最大4つまでお誕生日を登録でき、「お誕生日まであと何日？」とキャラクターのアイコンでわかりやすく表示します。 ※有料版ではカウントダウン/カウントアップ機能どちらも設定可能です。 ◎おしらせ スマートフォンコンテンツの最新情報がわかる「おしらせ」ボタンです。 新着情報があると「new」のふきだしが表示されます。 ※「おしらせ」ページを表示するにはインターネット接続が必要です。 ※「おしらせ」をタップするとブラウザが起動します。アプリに戻る場合は端末のBACKキーをご利用ください。 ■ワンポイント ◎ぬりえ ・ぬりえをしている途中、失敗したときは「ひとつまえ」ボタンを押して、ひとつ前からぬりなおすか、｢けしゴム｣で消してください。 ・キャラクターの色がわからなくなったときは、｢おてほん｣ボタンを押して、参照できます。 ・｢きれいにぬりえ｣を選択した際は、パレットには本来のキャラクターに使用されるクレヨンのみ表示されます。 また、タップした箇所の近くにある同色の領域が、自動的に着色されます。 ◎まいにち！アンパンマン mini ・体験版では「まいにち！アンパンマン-カウントしよう！-あれから何日？あと何日？-のカウント機能のうち、お誕生日のカウントダウンのみお試しいただけます。 ■利用条件 このアプリケーション内で使用されているイラスト・画像の無断転載を固く禁じます。 著作権等の一切の権利は、有限責任事業組合アンパンマンデジタル及び、やなせたかし、株式会社フレーベル館、株式会社トムス・エンタテインメント、日本テレビ放送網株式会社に帰属します。 (C)やなせたかし／フレーベル館・ＴＭＳ・ＮＴＶ (C)APDLLP 提供：株式会社フォアキャスト・コミュニケーションズ ※Android用アプリケーションは、Android OS 2.3以降を推奨OSと致します。 ※タブレット端末非対応,December 17 2014,Lifestyle Education,3.7 1514 total,1000000 - 5000000,Everyone,Varies with device,https://www.google.com/url?q=http://www.4cast.co.jp/&sa=D&usg=AFQjCNGRq6sq842n1AsgW6VMpQ8MW4OWYQ * mailto:inquiry-s-anpanman@4cast.co.jp * https://www.google.com/url?q=http://www.4cast.co.jp/policy/privacy.html&sa=D&usg=AFQjCNGOVwdE0eR-0MnFsVx5KWilDem_5g,http://www.4cast.co.jp/&sa=D&usg=AFQjCNGRq6sq842n1AsgW6VMpQ8MW4OWYQ,http://www.4cast.co.jp,https://play.google.com/store/apps/details?id=jp.co.forecast.anpanman.soreike&hl=en
org.dsandler.apps.markers,Markers,Daniel Sandler,Free,Markers is a simple multitouch pressure-sensitive drawing app. Some of its features include: Pressure sensitivity that works with most Android devices: As more of your finger or capacitive stylus touches the glass Markers will draw a thicker line. NOTE: It may take a minute or two of continuous drawing for Markers to adjust to your device’s touch panel so be patient! (If your device has an active stylus like the Galaxy Note or HTC Flyer the true stylus pressure will be used instead.) Multitouch painting: Two fingers make two lines three make three and so on up to the limits of your device (typically 5 simultaneous touches for phones and 10 for tablets). Kid-friendly interface: Every pen size and color is on-screen; multitouch drawing means accidental touches (such as kid hands on the edges of the display) won't prevent any little fingers from painting. Plays well with others: Share your drawings to other apps and share images into Markers to draw on top of them. [New in 1.2] Pan and zoom: By far the #1 most requested Markers feature! Tap the hand tool to switch into zoom mode; use one finger to scroll and two to zoom. [New in 1.2] Adjustable brushes: Longpress a brush and drag to adjust the minimum and maximum widths. [New in 1.2] Android 4.4 (KitKat) immersive mode: When you tap the Markers icon to hide the palettes the status and navigation bars hide too; you can use the entire screen to draw. Tap the icon to show everything again. Questions? Bugs? Ideas? Click “Email Developer” below. Got a great drawing to share with the world? Share it with +Markers on Google+: http://dsandler.org/markers/+ Markers is open source software; the code is available here: http://dsandler.org/markers Thanks for all your kind words and support! ♥ FAQ Why is my drawing all black when I save it to Gallery? — The drawing is actually on a transparent background so you're seeing Gallery's black background through it. When you load it back into Markers or send it to another app you'll see that the drawing is intact. If you'd prefer an opaque background longpress on a color swatch in the palette to set the paper color. What's up with the pressure sensitivity on my device? — See http://code.google.com/p/markers-for-android/wiki/DeviceSupport for known issues about individual devices.,February 20 2014,Media & Video Creativity,4.0 6539 total,500000 - 1000000,Everyone,2.0 and up,https://www.google.com/url?q=http://dsandler.org/markers&sa=D&usg=AFQjCNGGonx-XXZQ6dMLWBnZtGmbR_-l3g * mailto:dsandler+markers@dsandler.org * https://www.google.com/url?q=https://github.com/dsandler/markers/wiki/PrivacyPolicy&sa=D&usg=AFQjCNHOQfM22LBr7jUOkVoW63JCzDfnRQ,http://dsandler.org/markers&sa=D&usg=AFQjCNGGonx-XXZQ6dMLWBnZtGmbR_-l3g,http://dsandler.org,https://play.google.com/store/apps/details?id=org.dsandler.apps.markers&hl=en
com.lego.catalogue.nbb,LEGO® 3 D Catalogue,The LEGO Group,Free,Bring your LEGO catalogue to life! You can use this app to view the new LEGO products as entertaining 3D animations and explore them from all sides. Hold your phone or tablet over the product in the catalogue where you see the yellow app icon. And off you go! Among the 3D animations you will find amusing little stories great product features and 360° views of the models. Even when you don’t have the printed catalogue to hand you can use the app to browse the online catalogue. For app support contact LEGO Consumer Service. For contact details refer to http://service.lego.com/contactus Our privacy policy and terms of use for apps are accepted if you download this app. Read more on http://aboutus.lego.com/legal-notice/Privacy-Policy and http://aboutus.lego.com/en-us/legal-notice/terms-of-use-for-apps LEGO and the LEGO logo are trademarks of the LEGO Group. ©2014 The LEGO Group.,June 19 2015,Media & Video Creativity,3.8 2118 total,100000 - 500000,Everyone,4.0 and up,https://www.google.com/url?q=http://service.lego.com/contactus&sa=D&usg=AFQjCNGndxr7wRizOTcIjqdMzMYspvvTOw * mailto:android@lego.com * https://www.google.com/url?q=http://aboutus.lego.com/legal-notice/privacy-policy&sa=D&usg=AFQjCNG1socS5djzhaCb3Z-T7W9pViORnQ,http://service.lego.com/contactus&sa=D&usg=AFQjCNGndxr7wRizOTcIjqdMzMYspvvTOw,http://service.lego.com,https://play.google.com/store/apps/details?id=com.lego.catalogue.nbb&hl=en
tr.com.mnk.nurettin.crazydrumpads,Crazy Drum Pads,GameNICA,Free,THIS GAME IS FUNNY! This drum pads is very funny that allow your baby to be a professionel DJ. Your little one will love this drum pads game. When they played for the first time your todddlers and babies may not be able to correctly touch the drum pads with his/her little hand. Play the "Crazy Drum Pads" game with your baby continuously for a few hours or days and you will be surprised at the mobile development of your baby's hands. "Crazy Drum Pads" game must be played in the presence of a mother or father and it is encouraged for you to guide your baby through the game for a few days at first. WHEN TO PLAY! When your baby is hungry or will not stop crying playing this game can hold your baby's attention. (The various sounds animated shapes stimulate your baby's curiosity.) This game is exceptionally handy for mothers and fathers who spend time with their babies but cannot figure out how to spend that time usefully. This game may be too advanced for infants under 6 months old. CAUTION! Playing the application too much amount of time or leaving the children alone with the mobile phone or tablet pc is not encouraged. Please feel free notify us! Thank You.,June 21 2014,Music Music & Video,3.7 231 total,10000 - 50000,Everyone,2.3 and up,https://www.google.com/url?q=http://www.gamenica.com&sa=D&usg=AFQjCNGpTF0BizyD0V2aZOzx7dsGEJDNUg * mailto:gezigezblog@gmail.com * https://www.google.com/url?q=http://www.gamenica.com/?page_id%3D2&sa=D&usg=AFQjCNHG2o_sfhlGo75rTpa_SiOxGZ6CAA,http://www.gamenica.com&sa=D&usg=AFQjCNGpTF0BizyD0V2aZOzx7dsGEJDNUg,http://www.gamenica.com,https://play.google.com/store/apps/details?id=tr.com.mnk.nurettin.crazydrumpads&hl=en
com.lego.catalogue.global,LEGO® 3D Catalogue,The LEGO Group,Free,Bring your LEGO catalogue to life! You can use this app to view the new LEGO products as entertaining 3D animations and explore them from all sides. Hold your phone or tablet over the product in the catalogue where you see the yellow app icon. And off you go! Among the 3D animations you will find amusing little stories great product features and 360° views of the models. Even when you don’t have the printed catalogue to hand you can use the app to browse the online catalogue. For app support contact LEGO Consumer Service. For contact details refer to http://service.lego.com/contactus Our privacy policy and terms of use for apps are accepted if you download this app. Read more on http://aboutus.lego.com/legal-notice/Privacy-Policy and http://aboutus.lego.com/en-us/legal-notice/terms-of-use-for-apps LEGO and the LEGO logo are trademarks of the LEGO Group. ©2014 The LEGO Group.,June 21 2015,Media & Video Creativity,4.1 12276 total,500000 - 1000000,Everyone,4.0 and up,https://www.google.com/url?q=http://service.lego.com/contactus&sa=D&usg=AFQjCNGndxr7wRizOTcIjqdMzMYspvvTOw * mailto:android@lego.com * https://www.google.com/url?q=http://aboutus.lego.com/legal-notice/privacy-policy&sa=D&usg=AFQjCNG1socS5djzhaCb3Z-T7W9pViORnQ,http://service.lego.com/contactus&sa=D&usg=AFQjCNGndxr7wRizOTcIjqdMzMYspvvTOw,http://service.lego.com,https://play.google.com/store/apps/details?id=com.lego.catalogue.global&hl=en
com.wevideo.mobile.android,Video Editor,WeVideo Inc.,Free,The best way to create edit and publish videos for free on Android. Get this powerful and easy-to-use storyboard-style video editor for exporting videos to YouTube Facebook Instagram and more. Enjoy an intuitive interface and animated interactions where you can see your images and video clips on a visual storyboard. Start a video on your mobile device and pick up where you left off on our full-featured desktop video editor. The WeVideo video editor has been featured in TechCrunch The Next Web Wired CNET ReelSEO and more! MAIN FEATURES + Use photos and videos from your gallery or capture from the app + Trim and arrange your clips + Narrate your story with voice over recording + Add effects to your movies or slideshows with a selection of themes + Overlay titles and captions + Use your own music + Publish in HD (720p) + Save videos to the gallery or share them to Facebook YouTube Twitter and more! Love the WeVideo video editor? Like us on Facebook: http://www.facebook.com/wevideo Follow us on Twitter: http://twitter.com/wevideo,October 29 2015,Media & Video Creativity,4.2 87359 total,1000000 - 5000000,Everyone,4.3 and up,https://www.google.com/url?q=http://www.wevideo.com&sa=D&usg=AFQjCNFiIAVH-COMRTqIzF-oyhednoNCdA * mailto:androidsupport@wevideo.com * https://www.google.com/url?q=https://www.wevideo.com/privacy-policy&sa=D&usg=AFQjCNG7QjwO8KRv_BukRvUHwSTZyD4k1w,http://www.wevideo.com&sa=D&usg=AFQjCNFiIAVH-COMRTqIzF-oyhednoNCdA,http://www.wevideo.com,https://play.google.com/store/apps/details?id=com.wevideo.mobile.android&hl=en
se.litn.games.pictagrid,Pictagrid,IT Nilsson,Free,Find the spelling of an object in a word maze.,February 6 2015,Word Brain Games,5.0 1 total,50 - 100,Everyone,2.3 and up,https://www.google.com/url?q=http://www.itnilsson.com&sa=D&usg=AFQjCNGvCkQCD8LeHNBicbYvUNwokbwR5Q * mailto:litn@hotmail.com * https://www.google.com/url?q=http://www.litn.se/it/itmimg/privacy/&sa=D&usg=AFQjCNHweD_qz4wr9SnNwuPm-KNlzSu5fg,http://www.itnilsson.com&sa=D&usg=AFQjCNGvCkQCD8LeHNBicbYvUNwokbwR5Q,http://www.itnilsson.com,https://play.google.com/store/apps/details?id=se.litn.games.pictagrid&hl=en
com.landoncope.games.toddlersingandplay2,Toddler Sing and Play 2 Pro,landoncope.com,$1.99 Buy,Your kids will love singing along with these games: • Old MacDonald Had A Farm • Five Little Ducks • Five Little Speckled Frogs • Mary Had A Little Lamb Designed for ages 2 and up these games help your children learn popular songs while interacting in a fun and creative way. ***Old MacDonald Had A Farm*** Play with 18 animals including typical farm animals such as a cow horse pig and sheep and non-typical farm animals such as an alligator frog lion and snake. Choose an animal for each verse and interact with the farm! ***Five Little Ducks*** This counting song has five cute ducklings that love to play! As the song progresses the ducklings get fewer and fewer in number until there are none left and mama duck has to go find them. Watch and interact with the ducks as they fly around and play in the water. See if you can tap the butterfly! ***Five Little Speckled Frogs*** A counting song that features five unique frogs that love to eat bugs - and there is an endless supply of bugs! As the song progresses the frogs jump in the water until there are none left. Tap on the bugs to eat them move the frogs around touch the sailboats and more! ***Mary Had A Little Lamb*** A classic song that is often a first for children. This song features Mary her lamb four verses and a world that builds as the song progresses. Make it snow and make it green ring the school bell play with the school children pick apples and more!,June 15 2015,Music Music & Video,4.0 244 total,10000 - 50000,Everyone,2.3.3 and up,https://www.google.com/url?q=http://www.landoncope.com&sa=D&usg=AFQjCNEdcpSSMjkq2un3dPnbKzV82f7pgw * mailto:support@landoncope.com * https://www.google.com/url?q=http://landoncope.com/privacy-policy/&sa=D&usg=AFQjCNHBI2rXfHxqhOEXbF2HN5Z1ASxVjw,http://www.landoncope.com&sa=D&usg=AFQjCNEdcpSSMjkq2un3dPnbKzV82f7pgw,http://www.landoncope.com,https://play.google.com/store/apps/details?id=com.landoncope.games.toddlersingandplay2&hl=en
com.nravokids.ukrsongs,Всяка Музяка - karaoke game,Nravo Kids,Free,"Всяка Музяка" - Ukrainian music karaoke game for toddlers and young preschoolers (3-6 years). Well-known folk songs for children now sound in a new way in the performance of Andriy Kuz'menko and in modern arrangement of his team. Every song game is a separate little world full of charismatic heroes; interesting animations; hidden objects which have to be found and tasks which have to be fulfilled. MEET: ● "Лисичка-сестричка" - a song about a charming fox and her whole fox family about their fairy home about interesting activities and entertainments of all forest inhabitants. ● "Два веселі гусі" - a story about two geese who ran away from a granny and made their own boyish hiding place in the forest. Ice-cream cars firecrackers musical instruments and strange devices - all that is needed to make children happy! ● "Ходить гарбуз по городу" -- a story about outstandingly talented vegetables and their growth from small grains to a ready harvest under the supervision of a wise Pumpkin. FEATURES: ● Possibility not only to listen to the songs and study them but also to sing them in karaoke mode; ● Every mini-game has got its own “Achievements board” with tasks to be fulfilled. This is a great feature to train children’s attentiveness; ● In the story about Pumpkin there’s a possibility to get additional characters when growing required sets of vegetables. Children can get acquainted with how to grow plants train their logical thinking and counting skills; ● Intuitive and user-friendly interface designed for children from 3 years; ● “Parental control” feature - ability to limit the play time. Try “Всяка музяка” app enjoy singing playing and learning! ABOUT US. Nravo Kids is a cooperative project of Nravo company (international mobile game developer) and active Ukrainian parents who feel the lack of high-quality learning programs for early child development. LIKE US: https://www.facebook.com/nravokids.community VISIT US: http://nravokids.com WATCH US: https://www.youtube.com/user/NravoKids,July 7 2015,Music Music & Video,4.8 575 total,10000 - 50000,Everyone,2.3 and up,https://www.google.com/url?q=http://nravokids.com&sa=D&usg=AFQjCNETgajfp0h3cq9sZ847gs7HB0B7FQ * mailto:info@nravokids.com * https://www.google.com/url?q=http://nravokids.com/privacy-policy.html&sa=D&usg=AFQjCNFaHUab7_CgwEpGrxrK-ZrHtGkM-A,http://nravokids.com&sa=D&usg=AFQjCNETgajfp0h3cq9sZ847gs7HB0B7FQ,http://nravokids.com,https://play.google.com/store/apps/details?id=com.nravokids.ukrsongs&hl=en
